FACILITY,CLUSTER_FM,ZIP_CODE_INIT,ZIP_CODE_END,BAIRRO,CIDADE_PRINCIPAL,UF,TIPO_VEICULO,QTD_DEMANDA_FM,P0_FM,P1_FM,P2_FM,TOTAL_FM
BRXSP1 - ARE,5,2322280,2322284,Furnas,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2322280,2322284,Furnas,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2322280,2322284,Furnas,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2322280,2322284,Furnas,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2322280,2322284,Furnas,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2322280,2322284,Furnas,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2322285,2322289,Vila Virginia,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2322285,2322289,Vila Virginia,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2322285,2322289,Vila Virginia,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2322285,2322289,Vila Virginia,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2322285,2322289,Vila Virginia,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2322285,2322289,Vila Virginia,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2322290,2322309,Vila Dona Augusta,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2322290,2322309,Vila Dona Augusta,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2322290,2322309,Vila Dona Augusta,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2322290,2322309,Vila Dona Augusta,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2322290,2322309,Vila Dona Augusta,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2322290,2322309,Vila Dona Augusta,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2322310,2322319,Vila Dorna,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2322310,2322319,Vila Dorna,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2322310,2322319,Vila Dorna,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2322310,2322319,Vila Dorna,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2322310,2322319,Vila Dorna,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2322310,2322319,Vila Dorna,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2322320,2322999,Vila Dona Augusta,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2322320,2322999,Vila Dona Augusta,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2322320,2322999,Vila Dona Augusta,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2322320,2322999,Vila Dona Augusta,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2322320,2322999,Vila Dona Augusta,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2322320,2322999,Vila Dona Augusta,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2323000,2323029,Parque Casa de Pedra,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2323000,2323029,Parque Casa de Pedra,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2323000,2323029,Parque Casa de Pedra,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2323000,2323029,Parque Casa de Pedra,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2323000,2323029,Parque Casa de Pedra,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2323000,2323029,Parque Casa de Pedra,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2323030,2323082,Jardim Martins Silva,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2323030,2323082,Jardim Martins Silva,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2323030,2323082,Jardim Martins Silva,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2323030,2323082,Jardim Martins Silva,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2323030,2323082,Jardim Martins Silva,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2323030,2323082,Jardim Martins Silva,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2323083,2323089,Furnas,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2323083,2323089,Furnas,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2323083,2323089,Furnas,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2323083,2323089,Furnas,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2323083,2323089,Furnas,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2323083,2323089,Furnas,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2323090,2323269,Jardim Joana D'Arc,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2323090,2323269,Jardim Joana D'Arc,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2323090,2323269,Jardim Joana D'Arc,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2323090,2323269,Jardim Joana D'Arc,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2323090,2323269,Jardim Joana D'Arc,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2323090,2323269,Jardim Joana D'Arc,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2323270,2323359,Furnas,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2323270,2323359,Furnas,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2323270,2323359,Furnas,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2323270,2323359,Furnas,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2323270,2323359,Furnas,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2323270,2323359,Furnas,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2323360,2323729,Jardim Joana D'Arc,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2323360,2323729,Jardim Joana D'Arc,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2323360,2323729,Jardim Joana D'Arc,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2323360,2323729,Jardim Joana D'Arc,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2323360,2323729,Jardim Joana D'Arc,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2323360,2323729,Jardim Joana D'Arc,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2323730,2323999,Furnas,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2323730,2323999,Furnas,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2323730,2323999,Furnas,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2323730,2323999,Furnas,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2323730,2323999,Furnas,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2323730,2323999,Furnas,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2324000,2324049,Jardim Ataliba Leonel,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2324000,2324049,Jardim Ataliba Leonel,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2324000,2324049,Jardim Ataliba Leonel,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2324000,2324049,Jardim Ataliba Leonel,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2324000,2324049,Jardim Ataliba Leonel,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2324000,2324049,Jardim Ataliba Leonel,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2324050,2324059,Jardim Cristina,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2324050,2324059,Jardim Cristina,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2324050,2324059,Jardim Cristina,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2324050,2324059,Jardim Cristina,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2324050,2324059,Jardim Cristina,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2324050,2324059,Jardim Cristina,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2324060,2324099,Jardim Ataliba Leonel,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2324060,2324099,Jardim Ataliba Leonel,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2324060,2324099,Jardim Ataliba Leonel,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2324060,2324099,Jardim Ataliba Leonel,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2324060,2324099,Jardim Ataliba Leonel,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2324060,2324099,Jardim Ataliba Leonel,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2324100,2324102,Vila Fidalgo,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2324100,2324102,Vila Fidalgo,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2324100,2324102,Vila Fidalgo,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2324100,2324102,Vila Fidalgo,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2324100,2324102,Vila Fidalgo,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2324100,2324102,Vila Fidalgo,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2324103,2324139,Jardim Ataliba Leonel,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2324103,2324139,Jardim Ataliba Leonel,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2324103,2324139,Jardim Ataliba Leonel,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2324103,2324139,Jardim Ataliba Leonel,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2324103,2324139,Jardim Ataliba Leonel,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2324103,2324139,Jardim Ataliba Leonel,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2324140,2324142,Furnas,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2324140,2324142,Furnas,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2324140,2324142,Furnas,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2324140,2324142,Furnas,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2324140,2324142,Furnas,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2324140,2324142,Furnas,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2324143,2324999,Jardim Ataliba Leonel,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2324143,2324999,Jardim Ataliba Leonel,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2324143,2324999,Jardim Ataliba Leonel,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2324143,2324999,Jardim Ataliba Leonel,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2324143,2324999,Jardim Ataliba Leonel,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2324143,2324999,Jardim Ataliba Leonel,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2325000,2325509,Jardim Filhos da Terra,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2325000,2325509,Jardim Filhos da Terra,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2325000,2325509,Jardim Filhos da Terra,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2325000,2325509,Jardim Filhos da Terra,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2325000,2325509,Jardim Filhos da Terra,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2325000,2325509,Jardim Filhos da Terra,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2325510,2325999,Jardim Apuana,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2325510,2325999,Jardim Apuana,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2325510,2325999,Jardim Apuana,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2325510,2325999,Jardim Apuana,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2325510,2325999,Jardim Apuana,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2325510,2325999,Jardim Apuana,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2326000,2327009,Jardim Felicidade (Zona Norte),São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2326000,2327009,Jardim Felicidade (Zona Norte),São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2326000,2327009,Jardim Felicidade (Zona Norte),São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2326000,2327009,Jardim Felicidade (Zona Norte),São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2326000,2327009,Jardim Felicidade (Zona Norte),São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2326000,2327009,Jardim Felicidade (Zona Norte),São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2327010,2328000,Jardim Portal I e II,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2327010,2328000,Jardim Portal I e II,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2327010,2328000,Jardim Portal I e II,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2327010,2328000,Jardim Portal I e II,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2327010,2328000,Jardim Portal I e II,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2327010,2328000,Jardim Portal I e II,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2328001,2328999,Jardim Palmares (Zona Norte),São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2328001,2328999,Jardim Palmares (Zona Norte),São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2328001,2328999,Jardim Palmares (Zona Norte),São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2328001,2328999,Jardim Palmares (Zona Norte),São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2328001,2328999,Jardim Palmares (Zona Norte),São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2328001,2328999,Jardim Palmares (Zona Norte),São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2329000,2329999,Jardim Hebrom,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2329000,2329999,Jardim Hebrom,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2329000,2329999,Jardim Hebrom,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2329000,2329999,Jardim Hebrom,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2329000,2329999,Jardim Hebrom,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2329000,2329999,Jardim Hebrom,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2330000,2331009,Tucuruvi,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2330000,2331009,Tucuruvi,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2330000,2331009,Tucuruvi,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2330000,2331009,Tucuruvi,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2330000,2331009,Tucuruvi,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2330000,2331009,Tucuruvi,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2331010,2333009,Água Fria,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2331010,2333009,Água Fria,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2331010,2333009,Água Fria,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2331010,2333009,Água Fria,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2331010,2333009,Água Fria,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2331010,2333009,Água Fria,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2333010,2333019,Mandaqui,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2333010,2333019,Mandaqui,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2333010,2333019,Mandaqui,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2333010,2333019,Mandaqui,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2333010,2333019,Mandaqui,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2333010,2333019,Mandaqui,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2333020,2333039,Água Fria,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2333020,2333039,Água Fria,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2333020,2333039,Água Fria,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2333020,2333039,Água Fria,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2333020,2333039,Água Fria,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2333020,2333039,Água Fria,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2333040,2333049,Vila Aurora (Zona Norte),São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2333040,2333049,Vila Aurora (Zona Norte),São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2333040,2333049,Vila Aurora (Zona Norte),São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2333040,2333049,Vila Aurora (Zona Norte),São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2333040,2333049,Vila Aurora (Zona Norte),São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2333040,2333049,Vila Aurora (Zona Norte),São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2333050,2336999,Água Fria,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2333050,2336999,Água Fria,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2333050,2336999,Água Fria,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2333050,2336999,Água Fria,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2333050,2336999,Água Fria,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2333050,2336999,Água Fria,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2337000,2338049,Jardim Franca,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2337000,2338049,Jardim Franca,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2337000,2338049,Jardim Franca,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2337000,2338049,Jardim Franca,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2337000,2338049,Jardim Franca,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2337000,2338049,Jardim Franca,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2338050,2338059,Água Fria,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2338050,2338059,Água Fria,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2338050,2338059,Água Fria,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2338050,2338059,Água Fria,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2338050,2338059,Água Fria,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2338050,2338059,Água Fria,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2338060,2338089,Jardim Franca,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2338060,2338089,Jardim Franca,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2338060,2338089,Jardim Franca,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2338060,2338089,Jardim Franca,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2338060,2338089,Jardim Franca,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2338060,2338089,Jardim Franca,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2338090,2338099,Água Fria,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2338090,2338099,Água Fria,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2338090,2338099,Água Fria,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2338090,2338099,Água Fria,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2338090,2338099,Água Fria,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2338090,2338099,Água Fria,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2338100,2339999,Jardim Franca,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2338100,2339999,Jardim Franca,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2338100,2339999,Jardim Franca,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2338100,2339999,Jardim Franca,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2338100,2339999,Jardim Franca,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2338100,2339999,Jardim Franca,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2340000,2340089,Tucuruvi,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2340000,2340089,Tucuruvi,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2340000,2340089,Tucuruvi,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2340000,2340089,Tucuruvi,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2340000,2340089,Tucuruvi,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2340000,2340089,Tucuruvi,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2340090,2340099,Vila São Geraldo,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2340090,2340099,Vila São Geraldo,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2340090,2340099,Vila São Geraldo,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2340090,2340099,Vila São Geraldo,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2340090,2340099,Vila São Geraldo,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2340090,2340099,Vila São Geraldo,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2340100,2342999,Tucuruvi,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2340100,2342999,Tucuruvi,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2340100,2342999,Tucuruvi,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2340100,2342999,Tucuruvi,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2340100,2342999,Tucuruvi,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2340100,2342999,Tucuruvi,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2343000,2343999,Vila Cachoeira,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2343000,2343999,Vila Cachoeira,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2343000,2343999,Vila Cachoeira,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2343000,2343999,Vila Cachoeira,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2343000,2343999,Vila Cachoeira,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2343000,2343999,Vila Cachoeira,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2344000,2345999,Barro Branco (Zona Norte),São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2344000,2345999,Barro Branco (Zona Norte),São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2344000,2345999,Barro Branco (Zona Norte),São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2344000,2345999,Barro Branco (Zona Norte),São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2344000,2345999,Barro Branco (Zona Norte),São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2344000,2345999,Barro Branco (Zona Norte),São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2346000,2346149,Jardim Leonor Mendes de Barros,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2346000,2346149,Jardim Leonor Mendes de Barros,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2346000,2346149,Jardim Leonor Mendes de Barros,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2346000,2346149,Jardim Leonor Mendes de Barros,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2346000,2346149,Jardim Leonor Mendes de Barros,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2346000,2346149,Jardim Leonor Mendes de Barros,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2346150,2346999,Vila Mazzei,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2346150,2346999,Vila Mazzei,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2346150,2346999,Vila Mazzei,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2346150,2346999,Vila Mazzei,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2346150,2346999,Vila Mazzei,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2346150,2346999,Vila Mazzei,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2347000,2347049,Jardim Leonor Mendes de Barros,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2347000,2347049,Jardim Leonor Mendes de Barros,São Paulo,SP,VUC,,,,,18
BRXSP1 - ARE,5,2347000,2347049,Jardim Leonor Mendes de Barros,São Paulo,SP,VAN,,,,,4
BRXSP1 - ARE,5,2347000,2347049,Jardim Leonor Mendes de Barros,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,5,2347000,2347049,Jardim Leonor Mendes de Barros,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2347000,2347049,Jardim Leonor Mendes de Barros,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2347050,2347059,Parque Palmas do Tremembé,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,5,2347050,2347059,Parque Palmas do Tremembé,São Paulo,SP,HR,,,,,12
BRXSP1 - ARE,5,2347050,2347059,Parque Palmas do Tremembé,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,5,2347050,2347059,Parque Palmas do Tremembé,São Paulo,SP,VAN,,,,,4
