FACILITY,CLUSTER_FM,ZIP_CODE_INIT,ZIP_CODE_END,BAIRRO,CIDADE_PRINCIPAL,UF,TIPO_VEICULO,QTD_DEMANDA_FM,P0_FM,P1_FM,P2_FM,TOTAL_FM
BRXSP1 - ARE,1,1322040,1322999,Bela Vista,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1323000,1323009,Liberdade,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1323000,1323009,Liberdade,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1323000,1323009,Liberdade,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1323010,1328999,Bela Vista,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1323010,1328999,Bela Vista,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1323010,1328999,Bela Vista,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1329000,1329999,Morro dos Ingleses,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1329000,1329999,Morro dos Ingleses,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1329000,1329999,Morro dos Ingleses,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1330000,1400999,Bela Vista,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1330000,1400999,Bela Vista,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1330000,1400999,Bela Vista,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1401000,1409999,Jardim Paulista,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1401000,1409999,Jardim Paulista,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1401000,1409999,Jardim Paulista,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1410000,1414999,Cerqueira César,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1410000,1414999,Cerqueira César,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1410000,1414999,Cerqueira César,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1415000,1415999,Consolação,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1415000,1415999,Consolação,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1415000,1415999,Consolação,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1416000,1419999,Cerqueira César,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1416000,1419999,Cerqueira César,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1416000,1419999,Cerqueira César,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1420000,1425999,Jardim Paulista,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1420000,1425999,Jardim Paulista,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1420000,1425999,Jardim Paulista,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1426000,1426999,Cerqueira César,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1426000,1426999,Cerqueira César,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1426000,1426999,Cerqueira César,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1427000,1427999,Jardim América,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1427000,1427999,Jardim América,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1427000,1427999,Jardim América,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1428000,1429999,Jardim Paulista,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1428000,1429999,Jardim Paulista,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1428000,1429999,Jardim Paulista,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1430000,1430019,Jardim América,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1430000,1430019,Jardim América,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1430000,1430019,Jardim América,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1430020,1430999,Jardim Paulistano,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1430020,1430999,Jardim Paulistano,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1430020,1430999,Jardim Paulistano,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1431000,1431009,Jardim América,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1431000,1431009,Jardim América,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1431000,1431009,Jardim América,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1431010,1431999,Jardins,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1431010,1431999,Jardins,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1431010,1431999,Jardins,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1432000,1433999,Jardim Paulista,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1432000,1433999,Jardim Paulista,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1432000,1433999,Jardim Paulista,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1434000,1434999,Jardim América,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1434000,1434999,Jardim América,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1434000,1434999,Jardim América,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1435000,1435999,Jardim Paulista,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1435000,1435999,Jardim Paulista,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1435000,1435999,Jardim Paulista,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1436000,1442999,Jardim América,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1436000,1442999,Jardim América,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1436000,1442999,Jardim América,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1443000,1445999,Jardim Paulistano,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1443000,1445999,Jardim Paulistano,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1443000,1445999,Jardim Paulistano,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1446000,1450999,Jardim Europa,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1446000,1450999,Jardim Europa,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1446000,1450999,Jardim Europa,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1451000,1451009,Jardim Paulistano,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1451000,1451009,Jardim Paulistano,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1451000,1451009,Jardim Paulistano,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1451010,1451019,Itaim Bibi,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1451010,1451019,Itaim Bibi,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1451010,1451019,Itaim Bibi,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1451020,1452999,Jardim Paulistano,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1451020,1452999,Jardim Paulistano,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1451020,1452999,Jardim Paulistano,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,3,1453000,1453009,Itaim Bibi,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,3,1453000,1453009,Itaim Bibi,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,3,1453000,1453009,Itaim Bibi,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,3,1453010,1453010,Jardim Europa,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,3,1453010,1453010,Jardim Europa,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,3,1453010,1453010,Jardim Europa,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,3,1453011,1453019,Jardim Paulistano,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,3,1453011,1453019,Jardim Paulistano,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,3,1453011,1453019,Jardim Paulistano,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,3,1453020,1453999,Itaim Bibi,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,3,1453020,1453999,Itaim Bibi,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,3,1453020,1453999,Itaim Bibi,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1454000,1454999,Jardim Paulistano,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1454000,1454999,Jardim Paulistano,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1454000,1454999,Jardim Paulistano,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1455000,1456999,Jardim Europa,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1455000,1456999,Jardim Europa,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1455000,1456999,Jardim Europa,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1457000,1500999,Jardim Paulistano,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1457000,1500999,Jardim Paulistano,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1457000,1500999,Jardim Paulistano,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1501000,1501999,Centro,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1501000,1501999,Centro,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1501000,1501999,Centro,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1502000,1504999,Liberdade,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1502000,1504999,Liberdade,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1502000,1504999,Liberdade,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1505000,1505999,Sé,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1505000,1505999,Sé,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1505000,1505999,Sé,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1506000,1511999,Liberdade,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1506000,1511999,Liberdade,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1506000,1511999,Liberdade,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1512000,1512009,Sé,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1512000,1512009,Sé,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1512000,1512009,Sé,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1512010,1514029,Liberdade,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1512010,1514029,Liberdade,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1512010,1514029,Liberdade,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1514030,1514039,Sé,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1514030,1514039,Sé,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1514030,1514039,Sé,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1514040,1514999,Liberdade,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1514040,1514999,Liberdade,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1514040,1514999,Liberdade,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1515000,1516999,Cambuci,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1515000,1516999,Cambuci,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1515000,1516999,Cambuci,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1517000,1517999,Liberdade,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1517000,1517999,Liberdade,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1517000,1517999,Liberdade,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1518000,1524999,Cambuci,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1518000,1524999,Cambuci,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1518000,1524999,Cambuci,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1525000,1525999,Liberdade,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1525000,1525999,Liberdade,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1525000,1525999,Liberdade,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1526000,1526999,Aclimação,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1526000,1526999,Aclimação,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1526000,1526999,Aclimação,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1527000,1527079,Cambuci,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1527000,1527079,Cambuci,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1527000,1527079,Cambuci,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1527080,1527999,Liberdade,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1527080,1527999,Liberdade,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1527080,1527999,Liberdade,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1528000,1528009,Aclimação,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1528000,1528009,Aclimação,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1528000,1528009,Aclimação,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1528010,1528019,Cambuci,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1528010,1528019,Cambuci,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1528010,1528019,Cambuci,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1528020,1528029,Aclimação,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1528020,1528029,Aclimação,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1528020,1528029,Aclimação,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1528030,1528039,Cambuci,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1528030,1528039,Cambuci,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1528030,1528039,Cambuci,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1528040,1528049,Aclimação,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1528040,1528049,Aclimação,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1528040,1528049,Aclimação,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1528050,1528079,Cambuci,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1528050,1528079,Cambuci,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1528050,1528079,Cambuci,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1528080,1534999,Aclimação,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1528080,1534999,Aclimação,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1528080,1534999,Aclimação,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1535000,1543019,Cambuci,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1535000,1543019,Cambuci,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1535000,1543019,Cambuci,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1543020,1543029,Aclimação,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1543020,1543029,Aclimação,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1543020,1543029,Aclimação,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1543030,1543999,Cambuci,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1543030,1543999,Cambuci,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1543030,1543999,Cambuci,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1544000,1544999,Vila Deodoro,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1544000,1544999,Vila Deodoro,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1544000,1544999,Vila Deodoro,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1545000,1547999,Jardim da Glória,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1545000,1547999,Jardim da Glória,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1545000,1547999,Jardim da Glória,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1548000,1550119,Vila Monumento,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1548000,1550119,Vila Monumento,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1548000,1550119,Vila Monumento,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1550120,1550999,Cambuci,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1550120,1550999,Cambuci,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1550120,1550999,Cambuci,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1551000,1552079,Vila Monumento,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1551000,1552079,Vila Monumento,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1551000,1552079,Vila Monumento,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1552080,1552999,Cambuci,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1552080,1552999,Cambuci,São Paulo,SP,TOCO,,,,,0
BRXSP1 - ARE,1,1552080,1552999,Cambuci,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1553000,1599999,Vila Monumento,São Paulo,SP,TRUCK,,,,,0
BRXSP1 - ARE,1,1553000,1599999,Vila Monumento,São Paulo,SP,MEDIO,,,,,0
BRXSP1 - ARE,1,1553000,1599999,Vila Monumento,São Paulo,SP,TOCO,,,,,0
ZN - Zona Norte,10,2000000,2000999,Vila Monumento,São Paulo,SP,HR,,,,,0
ZN - Zona Norte,10,2000000,2000999,Vila Monumento,São Paulo,SP,TRUCK,,,,,0
ZN - Zona Norte,10,2000000,2000999,Vila Monumento,São Paulo,SP,VAN,,,,,0
ZN - Zona Norte,10,2001000,2009009,Santana,São Paulo,SP,TRUCK,,,,,0
ZN - Zona Norte,10,2001000,2009009,Santana,São Paulo,SP,HR,,,,,0
ZN - Zona Norte,10,2001000,2009009,Santana,São Paulo,SP,VAN,,,,,0
ZN - Zona Norte,10,2009010,2009999,Parque Anhembi,São Paulo,SP,HR,,,,,0
ZN - Zona Norte,10,2009010,2009999,Parque Anhembi,São Paulo,SP,TRUCK,,,,,0
ZN - Zona Norte,10,2009010,2009999,Parque Anhembi,São Paulo,SP,VAN,,,,,0
ZN - Zona Norte,18,2010000,2022119,Santana,São Paulo,SP,VUC,,,,,
ZN - Zona Norte,18,2010000,2022119,Santana,São Paulo,SP,TOCO,,,,,
ZN - Zona Norte,18,2010000,2022119,Santana,São Paulo,SP,VAN,,,,,
ZN - Zona Norte,18,2010000,2022119,Santana,São Paulo,SP,HR,,,,,
ZN - Zona Norte,18,2010000,2022119,Santana,São Paulo,SP,MEDIO,,,,,
ZN - Zona Norte,18,2010000,2022119,Santana,São Paulo,SP,TRUCK,,,,,
ZN - Zona Norte,18,2022120,2027999,Vila Bianca,São Paulo,SP,MEDIO,,,,,
ZN - Zona Norte,18,2022120,2027999,Vila Bianca,São Paulo,SP,HR,,,,,
ZN - Zona Norte,18,2022120,2027999,Vila Bianca,São Paulo,SP,TRUCK,,,,,
ZN - Zona Norte,18,2022120,2027999,Vila Bianca,São Paulo,SP,TOCO,,,,,
ZN - Zona Norte,18,2022120,2027999,Vila Bianca,São Paulo,SP,VUC,,,,,
ZN - Zona Norte,18,2022120,2027999,Vila Bianca,São Paulo,SP,VAN,,,,,
ZN - Zona Norte,18,2028000,2029999,Carandiru,São Paulo,SP,VUC,,,,,
ZN - Zona Norte,18,2028000,2029999,Carandiru,São Paulo,SP,HR,,,,,
ZN - Zona Norte,18,2028000,2029999,Carandiru,São Paulo,SP,TRUCK,,,,,
ZN - Zona Norte,18,2028000,2029999,Carandiru,São Paulo,SP,TOCO,,,,,
ZN - Zona Norte,18,2028000,2029999,Carandiru,São Paulo,SP,VAN,,,,,
ZN - Zona Norte,18,2028000,2029999,Carandiru,São Paulo,SP,MEDIO,,,,,
ZN - Zona Norte,18,2030000,2030009,Canindé,São Paulo,SP,TOCO,,,,,
ZN - Zona Norte,18,2030000,2030009,Canindé,São Paulo,SP,TRUCK,,,,,
ZN - Zona Norte,18,2030000,2030009,Canindé,São Paulo,SP,VUC,,,,,
ZN - Zona Norte,18,2030000,2030009,Canindé,São Paulo,SP,VAN,,,,,
ZN - Zona Norte,18,2030000,2030009,Canindé,São Paulo,SP,HR,,,,,
ZN - Zona Norte,18,2030000,2030009,Canindé,São Paulo,SP,MEDIO,,,,,
ZN - Zona Norte,18,2030010,2030099,Santana,São Paulo,SP,VAN,,,,,
ZN - Zona Norte,18,2030010,2030099,Santana,São Paulo,SP,TRUCK,,,,,
ZN - Zona Norte,18,2030010,2030099,Santana,São Paulo,SP,VUC,,,,,
ZN - Zona Norte,18,2030010,2030099,Santana,São Paulo,SP,MEDIO,,,,,
ZN - Zona Norte,18,2030010,2030099,Santana,São Paulo,SP,TOCO,,,,,
ZN - Zona Norte,18,2030010,2030099,Santana,São Paulo,SP,HR,,,,,
ZN - Zona Norte,18,2030100,2031009,Canindé,São Paulo,SP,HR,,,,,
ZN - Zona Norte,18,2030100,2031009,Canindé,São Paulo,SP,TOCO,,,,,
ZN - Zona Norte,18,2030100,2031009,Canindé,São Paulo,SP,VUC,,,,,
ZN - Zona Norte,18,2030100,2031009,Canindé,São Paulo,SP,TRUCK,,,,,
ZN - Zona Norte,18,2030100,2031009,Canindé,São Paulo,SP,VAN,,,,,
ZN - Zona Norte,18,2030100,2031009,Canindé,São Paulo,SP,MEDIO,,,,,
ZN - Zona Norte,18,2031010,2031099,Santana,São Paulo,SP,VAN,,,,,
ZN - Zona Norte,18,2031010,2031099,Santana,São Paulo,SP,VUC,,,,,
ZN - Zona Norte,18,2031010,2031099,Santana,São Paulo,SP,HR,,,,,
ZN - Zona Norte,18,2031010,2031099,Santana,São Paulo,SP,MEDIO,,,,,
ZN - Zona Norte,18,2031010,2031099,Santana,São Paulo,SP,TOCO,,,,,
ZN - Zona Norte,18,2031010,2031099,Santana,São Paulo,SP,TRUCK,,,,,
ZN - Zona Norte,18,2031100,2031204,Canindé,São Paulo,SP,MEDIO,,,,,
ZN - Zona Norte,18,2031100,2031204,Canindé,São Paulo,SP,TRUCK,,,,,
ZN - Zona Norte,18,2031100,2031204,Canindé,São Paulo,SP,VUC,,,,,
ZN - Zona Norte,18,2031100,2031204,Canindé,São Paulo,SP,VAN,,,,,
ZN - Zona Norte,18,2031100,2031204,Canindé,São Paulo,SP,HR,,,,,
ZN - Zona Norte,18,2031100,2031204,Canindé,São Paulo,SP,TOCO,,,,,
ZN - Zona Norte,18,2031205,2032039,Santana,São Paulo,SP,VUC,,,,,
ZN - Zona Norte,18,2031205,2032039,Santana,São Paulo,SP,TOCO,,,,,
ZN - Zona Norte,18,2031205,2032039,Santana,São Paulo,SP,HR,,,,,
ZN - Zona Norte,18,2031205,2032039,Santana,São Paulo,SP,MEDIO,,,,,
ZN - Zona Norte,18,2031205,2032039,Santana,São Paulo,SP,TRUCK,,,,,
ZN - Zona Norte,18,2031205,2032039,Santana,São Paulo,SP,VAN,,,,,
ZN - Zona Norte,18,2032040,2032049,Vila Guilherme,São Paulo,SP,VUC,,,,,
ZN - Zona Norte,18,2032040,2032049,Vila Guilherme,São Paulo,SP,VAN,,,,,
ZN - Zona Norte,18,2032040,2032049,Vila Guilherme,São Paulo,SP,TRUCK,,,,,
ZN - Zona Norte,18,2032040,2032049,Vila Guilherme,São Paulo,SP,TOCO,,,,,
ZN - Zona Norte,18,2032040,2032049,Vila Guilherme,São Paulo,SP,MEDIO,,,,,
ZN - Zona Norte,18,2032040,2032049,Vila Guilherme,São Paulo,SP,HR,,,,,
ZN - Zona Norte,18,2032050,2033009,Santana,São Paulo,SP,MEDIO,,,,,
ZN - Zona Norte,18,2032050,2033009,Santana,São Paulo,SP,VUC,,,,,
ZN - Zona Norte,18,2032050,2033009,Santana,São Paulo,SP,VAN,,,,,
ZN - Zona Norte,18,2032050,2033009,Santana,São Paulo,SP,TOCO,,,,,
ZN - Zona Norte,18,2032050,2033009,Santana,São Paulo,SP,TRUCK,,,,,
ZN - Zona Norte,18,2032050,2033009,Santana,São Paulo,SP,HR,,,,,
ZN - Zona Norte,18,2033010,2033024,Carandiru,São Paulo,SP,MEDIO,,,,,
ZN - Zona Norte,18,2033010,2033024,Carandiru,São Paulo,SP,VAN,,,,,
ZN - Zona Norte,18,2033010,2033024,Carandiru,São Paulo,SP,HR,,,,,
ZN - Zona Norte,18,2033010,2033024,Carandiru,São Paulo,SP,TOCO,,,,,
ZN - Zona Norte,18,2033010,2033024,Carandiru,São Paulo,SP,TRUCK,,,,,
ZN - Zona Norte,18,2033010,2033024,Carandiru,São Paulo,SP,VUC,,,,,
ZN - Zona Norte,18,2033025,2033029,Santana,São Paulo,SP,VUC,,,,,
ZN - Zona Norte,18,2033025,2033029,Santana,São Paulo,SP,VAN,,,,,
ZN - Zona Norte,18,2033025,2033029,Santana,São Paulo,SP,MEDIO,,,,,
ZN - Zona Norte,18,2033025,2033029,Santana,São Paulo,SP,TRUCK,,,,,
ZN - Zona Norte,18,2033025,2033029,Santana,São Paulo,SP,HR,,,,,
ZN - Zona Norte,18,2033025,2033029,Santana,São Paulo,SP,TOCO,,,,,
ZN - Zona Norte,18,2033030,2033039,Carandiru,São Paulo,SP,HR,,,,,
ZN - Zona Norte,18,2033030,2033039,Carandiru,São Paulo,SP,TRUCK,,,,,
ZN - Zona Norte,18,2033030,2033039,Carandiru,São Paulo,SP,TOCO,,,,,
ZN - Zona Norte,18,2033030,2033039,Carandiru,São Paulo,SP,VUC,,,,,
ZN - Zona Norte,18,2033030,2033039,Carandiru,São Paulo,SP,VAN,,,,,
ZN - Zona Norte,18,2033030,2033039,Carandiru,São Paulo,SP,MEDIO,,,,,
ZN - Zona Norte,18,2033040,2038079,Santana,São Paulo,SP,VAN,,,,,
